Project,TransactionPrice,Area,SaleDate,SaleType,PropertyType,Tenure,CompletionDate,NumberofUnits,PurchaserType,PostalCode,Floor,MaxFloor
SIMS RESIDENCES,0,1420.85,2001-07-18,New Sale,Apartment,99 yrs from 11/08/1997,2002,1,HDB,387882,2,8
FOURTH AVENUE RESIDENCES,0,710.42,2019-01-19,New Sale,Apartment,99 yrs from 07/03/2018,Uncompleted,1,Private,268675,8,10
THE ATRIA AT MEYER,0,1614.6,1997-05-08,Sub Sale,Condominium,Freehold,1996,1,HDB,437885,16,24
THE ANCHORAGE,0,882.65,2010-07-16,Resale,Condominium,Freehold,1997,1,Private,159953,4,19
TANGLIN REGENCY,0,850.36,1995-09-01,Sub Sale,Condominium,99 yrs from 01/05/1994,1998,1,Private,247966,3,16
OLEANAS RESIDENCE,0,1550.02,1999-06-07,New Sale,Condominium,Freehold,1999,1,Private,239347,4,25
WATERSCAPE AT CAVENAGH,0,581.26,2015-06-17,Sub Sale,Apartment,Freehold,2014,1,HDB,229630,4,7
ONE OXLEY RISE,0,1054.87,2015-05-28,Resale,Apartment,Freehold,2009,1,Private,238714,6,10
STIRLING RESIDENCES,0,785.77,2019-06-09,New Sale,Apartment,99 yrs from 18/08/2017,Uncompleted,1,HDB,148962,13,40
THE GARDENS AT BISHAN,0,1205.57,2003-06-10,New Sale,Condominium,99 yrs from 22/03/1997,2004,1,HDB,575577,4,20
REFLECTIONS AT KEPPEL BAY,0,1463.9,2012-07-11,Sub Sale,Condominium,99 yrs from 15/03/2006,2011,1,Private,98419,26,40
SIMSVILLE,0,1248.62,2011-09-29,Resale,Condominium,99 yrs from 01/12/1994,1998,1,HDB,389754,8,16
AMANINDA,0,1270.15,2020-08-05,Resale,Condominium,Freehold,2005,1,HDB,307687,4,6
SOPHIA RESIDENCE,0,1431.61,2018-04-30,Resale,Condominium,Freehold,2014,1,Private,228192,2,14
RV RESIDENCES,0,1001.05,2015-04-24,New Sale,Condominium,999 yrs from 21/06/1877,2015,1,Private,248354,1,7
PARC EMILY,0,548.96,2016-04-12,Resale,Condominium,Freehold,2008,1,Private,228490,8,8
THE SERENADE @ HOLLAND,0,1151.75,2019-11-26,Resale,Condominium,99 yrs from 05/06/2001,2004,1,Private,278698,10,20
BLISS RESIDENCES,0,527.44,2017-05-19,Resale,Apartment,Freehold,2008,1,HDB,418942,4,5
THOMSON 800,0,1625.36,2007-07-08,Resale,Condominium,Freehold,1999,1,Private,298190,2,20
PARC RIVIERA,0,1151.75,2018-02-28,New Sale,Condominium,99 yrs from 11/11/2015,Uncompleted,1,N.A,126753,12,36
VALLEY PARK,0,3788.93,2000-09-01,Resale,Condominium,999 yrs from 21/06/1877,1997,1,Private,248362,20,20
TANGLIN VIEW,0,1377.79,2001-05-30,New Sale,Condominium,99 yrs from 17/05/1997,2001,1,Private,159012,1,20
PENROSE,0,1044.11,2020-09-27,New Sale,Apartment,99 yrs from 03/07/2019,Uncompleted,1,N.A,387399,12,18
8 @ MOUNT SOPHIA,0,1442.38,2005-05-03,New Sale,Condominium,103 yrs from 28/11/2002,Uncompleted,1,Private,228463,7,9
NIN RESIDENCE,0,473.62,2011-01-04,New Sale,Apartment,99 yrs from 13/09/2010,Uncompleted,1,HDB,348271,11,19
PARC VISTA,0,1065.64,2010-07-08,Resale,Condominium,99 yrs from 01/03/1995,1997,1,Private,649813,8,16
REGAL COURT,0,904.18,1995-12-14,New Sale,Apartment,Freehold,Uncompleted,1,Private,328837,11,12
GUILLEMARD SUITES,0,613.55,2014-04-01,New Sale,Apartment,Freehold,Uncompleted,1,Private,399733,3,5
REGENT PARK,0,1140.98,2007-02-15,Resale,Condominium,99 yrs from 01/12/1993,1997,1,Private,128805,2,10
THE CENTRIO,0,1420.85,2011-12-14,Resale,Apartment,Freehold,2009,1,HDB,329552,10,15
QUESTA @ DUNMAN,0,753.48,2011-05-19,New Sale,Apartment,Freehold,2013,1,HDB,439219,12,18
THE LAKESHORE,0,1054.87,2012-12-28,Resale,Condominium,99 yrs from 22/11/2002,2007,1,HDB,649413,7,17
GRANGE RESIDENCES,0,2669.47,2017-01-12,Resale,Condominium,Freehold,2004,1,Private,249613,7,18
RIVERGATE,0,1539.25,2017-10-11,Resale,Apartment,Freehold,2009,1,Private,238258,5,42
THE METROPOLITAN CONDOMINIUM,0,1420.85,2006-11-20,New Sale,Condominium,99 yrs from 17/02/2006,Uncompleted,1,Private,158746,11,44
THOMSON 800,0,1625.36,1999-04-28,New Sale,Condominium,Freehold,1999,1,Private,298190,10,20
TRELLIS TOWERS,0,548.96,1997-03-18,New Sale,Condominium,Freehold,2000,1,HDB,319773,14,30
SKY HABITAT,0,871.88,2012-05-09,New Sale,Condominium,99 yrs from 30/05/2011,Uncompleted,1,Private,573909,25,37
D - HERITAGE APARTMENTS,0,1227.1,2003-09-18,New Sale,Apartment,Freehold,2003,1,HDB,417659,5,8
CLEMENTIWOODS CONDOMINIUM,0,1345.5,2007-02-06,New Sale,Condominium,99 yrs from 07/02/2006,Uncompleted,1,Private,126817,1,5
AVENUE SOUTH RESIDENCE,0,731.95,2020-12-28,New Sale,Apartment,99 yrs from 14/08/2018,Uncompleted,1,HDB,168878,45,56
TRIBECA,0,1033.34,2007-05-15,New Sale,Condominium,Freehold,Uncompleted,1,Private,239497,27,30
ALEX RESIDENCES,0,473.62,2013-12-03,New Sale,Apartment,99 yrs from 18/03/2013,Uncompleted,1,HDB,158744,6,39
THE SUNNY SPRING,0,1184.04,2011-04-12,Resale,Apartment,Freehold,1998,1,Private,398074,8,8
MACKENZIE 88,0,861.12,2011-07-08,Resale,Apartment,Freehold,2009,1,Private,228697,3,7
# 1 SUITES,0,559.73,2014-09-23,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398721,4,8
MARTIN PLACE RESIDENCES,0,1044.11,2009-06-08,New Sale,Condominium,Freehold,Uncompleted,1,Private,237988,21,33
GROSVENOR VIEW,0,656.6,2007-03-15,Resale,Condominium,Freehold,2006,1,HDB,417609,8,12
TRE RESIDENCES,0,570.49,2015-03-18,New Sale,Condominium,99 yrs from 23/04/2014,Uncompleted,1,HDB,389782,2,17
ZEDGE,0,1237.86,2013-09-25,Resale,Apartment,Freehold,2010,1,HDB,309973,20,20
COSTA RHU,0,1765.3,1996-05-03,New Sale,Condominium,99 yrs from 30/05/1994,1997,1,Private,437431,5,17
EMILY RESIDENCE,0,548.96,2005-04-09,New Sale,Apartment,Freehold,Uncompleted,1,HDB,228485,2,8
HUNDRED TREES,0,914.94,2009-10-28,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,Private,128016,11,12
RIDGEWOOD,0,2002.1,2000-10-06,Resale,Condominium,999 yrs from 06/07/1885,1981,1,Private,276692,8,23
THE WATERINA,0,699.66,2002-09-06,New Sale,Apartment,Freehold,2005,1,HDB,398086,2,8
ROYCE RESIDENCES,0,419.8,2013-12-10,Sub Sale,Apartment,Freehold,2013,1,Private,399242,2,8
THE TRILLIUM,0,1797.59,2007-05-02,New Sale,Condominium,Freehold,Uncompleted,1,Private,239435,19,29
LEONIE PARC VIEW,0,2249.68,2007-05-21,New Sale,Apartment,Freehold,Uncompleted,1,Private,239195,11,28
# 1 SUITES,0,731.95,2016-12-02,New Sale,Apartment,Freehold,2016,1,N.A,398721,6,8
BUTTERWORTH VIEW,0,1205.57,2000-08-01,Sub Sale,Apartment,Freehold,1999,1,HDB,439431,13,13
CAIRNHILL PLAZA,0,2292.73,2019-07-18,Resale,Apartment,Freehold,1978,1,Private,229664,18,35
THE LAURELS,0,1765.3,2012-09-19,New Sale,Condominium,Freehold,Uncompleted,1,Private,229658,1,19
MARTIN NO 38,0,968.76,2010-05-24,New Sale,Apartment,Freehold,Uncompleted,1,HDB,239059,5,15
RIVERSIDE 48,0,904.18,2012-11-21,Resale,Apartment,Freehold,2000,1,Private,238237,9,10
SCENIC HEIGHTS,0,914.94,2019-09-12,Resale,Apartment,Freehold,2005,1,Private,329929,6,18
WESTCOVE CONDOMINIUM,0,1517.72,1996-02-09,New Sale,Condominium,99 yrs from 01/03/1995,1998,1,HDB,128041,1,17
MONTEREY PARK CONDOMINIUM,0,1313.21,2006-06-16,Resale,Condominium,999 yrs from 21/02/1885,2005,1,HDB,127476,9,12
VIVA VISTA,0,376.74,2010-09-21,New Sale,Apartment,Freehold,Uncompleted,1,HDB,118136,3,5
AVALON,0,1593.07,2015-12-02,Resale,Condominium,Freehold,1999,1,Private,259985,5,10
VILLA MARINA,0,1689.95,1998-12-24,New Sale,Condominium,99 yrs from 13/02/1995,1999,1,HDB,457398,1,4
PROXIMO,0,1119.46,2007-07-26,Resale,Apartment,Freehold,2005,1,Private,258204,6,15
WATER PLACE,0,1227.1,2003-12-17,New Sale,Condominium,99 yrs from 02/03/1998,2004,1,Private,436606,4,20
BEVERLY HILL,0,3778.16,1997-03-06,Resale,Condominium,Freehold,1983,1,Private,249570,13,23
ONE ST MICHAEL'S,0,1184.04,2007-01-19,New Sale,Condominium,Freehold,Uncompleted,1,HDB,328006,7,25
EVERGREEN VIEW,0,861.12,2012-08-21,Sub Sale,Apartment,Freehold,2010,1,Private,398150,5,8
PARC OASIS,0,1227.1,2012-05-04,Resale,Condominium,99 yrs from 01/12/1991,1994,1,Private,609783,17,20
THE LAKEFRONT RESIDENCES,0,1388.56,2012-12-26,Sub Sale,Condominium,99 yrs from 03/08/2010,Uncompleted,1,Private,648324,4,17
QUEENSWAY TOWER,0,1420.85,2013-01-24,Resale,Apartment,Freehold,1976,1,HDB,149053,9,14
NIN RESIDENCE,0,1011.82,2012-10-15,New Sale,Apartment,99 yrs from 13/09/2010,Uncompleted,1,HDB,348270,1,19
PARC OASIS,0,1076.4,2005-11-14,Resale,Condominium,99 yrs from 01/12/1991,1994,1,HDB,609778,4,20
POSHGROVE EAST,0,2206.62,2005-10-18,New Sale,Condominium,Freehold,Uncompleted,1,Private,429100,5,5
THE GRANGE,0,1765.3,2007-07-18,Sub Sale,Condominium,Freehold,2008,1,Private,249633,20,23
FONTANA HEIGHTS,0,3466.01,2008-07-11,Resale,Condominium,Freehold,1985,1,Private,276957,12,27
SENNETT RESIDENCE,0,828.83,2013-04-02,New Sale,Condominium,99 yrs from 28/11/2011,Uncompleted,1,Private,348228,13,18
YONG AN PARK,0,1765.3,2011-11-17,Resale,Condominium,Freehold,1986,1,Private,238363,4,25
HIGHLINE RESIDENCES,0,1291.68,2015-09-05,New Sale,Condominium,99 yrs from 22/07/2013,Uncompleted,1,Private,168593,15,35
IMPERIAL HEIGHTS,0,592.02,2007-02-07,New Sale,Apartment,Freehold,Uncompleted,1,HDB,438620,15,18
N.A.,0,2777.11,2001-01-11,Resale,Apartment,Freehold,1989,1,Private,258342,3,23
SKY VUE,0,495.14,2013-11-08,New Sale,Condominium,99 yrs from 04/03/2013,Uncompleted,1,HDB,573911,9,37
LEEDON RESIDENCE,0,5016.02,2012-10-31,New Sale,Condominium,Freehold,Uncompleted,1,Private,266215,1,12
THE VISION,0,1603.84,2010-04-05,New Sale,Condominium,99 yrs from 25/06/2008,Uncompleted,1,Private,126793,32,32
THE INTERLACE,0,1463.9,2010-04-28,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,HDB,109685,7,24
HAIG COURT,0,1550.02,2004-04-12,New Sale,Condominium,Freehold,2004,1,HDB,438794,5,17
RIDGEWOOD,0,1743.77,1995-09-05,Resale,Condominium,999 yrs from 06/07/1885,1981,1,Private,277113,16,23
PARK INFINIA AT WEE NAM,0,1001.05,2008-06-27,Sub Sale,Condominium,Freehold,2008,1,Private,308364,19,31
LE WILKIE,0,1205.57,1996-11-01,Resale,Apartment,Freehold,1996,1,N.A,228070,2,7
ST PATRICK'S RESIDENCES,0,2464.96,2013-01-30,New Sale,Apartment,Freehold,Uncompleted,1,Private,424218,5,5
CASA SARINA,0,1259.39,1996-04-01,Sub Sale,Condominium,Freehold,1998,1,Private,416729,3,4
PARC EMILY,0,1001.05,2008-07-21,Sub Sale,Condominium,Freehold,2008,1,Private,228495,8,8
THE LAKESHORE,0,947.23,2006-01-04,New Sale,Condominium,99 yrs from 22/11/2002,Uncompleted,1,Private,649411,16,17
LUMA,0,742.72,2009-06-22,New Sale,Apartment,Freehold,Uncompleted,1,Private,238403,24,27
THE BERTH BY THE COVE,0,3369.13,2007-10-16,Resale,Condominium,99 yrs from 18/03/2004,2006,1,Private,98620,6,6
EURO-ASIA COURT,0,1065.64,1995-07-01,Sub Sale,Apartment,Freehold,1994,1,Private,238431,16,18
FIVENINE,0,1054.87,2018-03-31,New Sale,Apartment,Freehold,Uncompleted,1,HDB,425669,2,5
THE MAKENA,0,1636.13,1998-07-01,New Sale,Condominium,Freehold,1998,1,N.A,437934,23,28
THE PATERSON EDGE,0,871.88,2015-04-02,Resale,Apartment,Freehold,1999,1,Private,238518,3,9
EUHABITAT,0,516.67,2012-03-12,New Sale,Condominium,99 yrs from 06/12/2010,Uncompleted,1,HDB,415869,5,5
SEASONS VIEW,0,1140.98,2005-05-12,Resale,Condominium,99 yrs from 06/09/1996,2000,1,HDB,576150,2,20
TURQUOISE,0,2497.25,2007-10-26,New Sale,Condominium,99 yrs from 12/03/2007,Uncompleted,1,Private,98395,4,6
OUE TWIN PEAKS,0,1054.87,2010-08-31,New Sale,Condominium,99 yrs from 10/05/2010,Uncompleted,1,Private,239197,10,35
ONE AMBER,0,1270.15,2009-08-31,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,439974,17,23
PARC ESTA,0,1022.58,2020-05-28,New Sale,Apartment,99 yrs from 12/07/2018,Uncompleted,1,N.A,408974,9,18
PARC VISTA,0,2034.4,2003-12-16,Resale,Condominium,99 yrs from 01/03/1995,1998,1,HDB,649812,15,16
MIDTOWN MODERN,0,1065.64,2021-03-20,New Sale,Apartment,99 yrs from 10/12/2019,Uncompleted,1,N.A,188105,15,30
THE WINDSOR,0,2454.19,2010-09-17,Resale,Condominium,Freehold,1989,1,Private,576197,1,4
THE INTERLACE,0,2109.74,2012-04-02,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,Private,109686,13,24
AMARYLLIS VILLE,0,958.0,2011-08-31,Resale,Condominium,99 yrs from 24/10/1997,2004,1,HDB,307990,24,30
PARC EMILY,0,1076.4,2007-05-30,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,228495,1,8
LINCOLN SUITES,0,1033.34,2012-07-27,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,308381,10,29
KINGSGROVE,0,1571.54,2007-04-25,Resale,Condominium,Freehold,1992,1,HDB,569979,2,4
HOMEY GARDENS,0,1033.34,2001-07-11,New Sale,Apartment,Freehold,2001,1,HDB,425283,2,4
GRANGE RESIDENCES,0,2583.36,2007-04-05,Resale,Condominium,Freehold,2004,1,HDB,249613,7,18
REFLECTIONS AT KEPPEL BAY,0,1076.4,2012-12-10,Resale,Condominium,99 yrs from 15/03/2006,2011,1,HDB,98412,6,40
WATERBANK AT DAKOTA,0,1184.04,2010-05-06,New Sale,Condominium,99 yrs from 07/12/2009,Uncompleted,1,Private,399944,4,20
BURLINGTON SQUARE,0,667.37,2017-06-29,Resale,Apartment,99 yrs from 10/06/1996,1998,1,Private,189651,8,20
REGENT RESIDENCES,0,409.03,2011-11-21,New Sale,Apartment,Freehold,Uncompleted,1,Private,328190,10,26
ASTRID MEADOWS,0,3799.69,2004-11-10,Resale,Condominium,Freehold,1990,1,Private,269262,7,9
BELMONDO VIEW,0,1313.21,2017-03-02,Resale,Apartment,Freehold,2002,1,HDB,328369,7,12
TREVISTA,0,1119.46,2009-09-22,New Sale,Condominium,99 yrs from 15/07/2008,Uncompleted,1,HDB,319581,17,39
COMMONWEALTH TOWERS,0,441.32,2018-06-01,Sub Sale,Condominium,99 yrs from 07/05/2013,2017,1,HDB,149739,6,43
CENTRAL GROVE,0,1205.57,1998-12-29,New Sale,Condominium,99 yrs from 18/07/1997,2001,1,HDB,389778,4,18
THE TREVOSE,0,1334.74,2004-02-25,Resale,Condominium,99 yrs from 14/12/1996,2001,1,Private,298090,3,5
THE BALMORAL,0,3153.85,2020-02-17,Resale,Condominium,Freehold,1986,1,Private,259847,1,8
LUCKY PLAZA,0,828.83,2010-09-02,Resale,Apartment,Freehold,1981,1,HDB,238863,17,30
THOMSON THREE,0,1130.22,2013-10-18,New Sale,Apartment,99 yrs from 07/11/2012,Uncompleted,1,Private,573894,1,21
FABER CREST,0,1237.86,2003-06-30,Resale,Condominium,99 yrs from 12/06/1996,2001,1,HDB,129206,2,4
SOMMERVILLE PARK,0,1948.28,2005-03-09,Resale,Condominium,Freehold,1985,1,HDB,259283,3,15
THE PEARL @ MOUNT FABER,0,1356.26,2006-04-15,New Sale,Condominium,99 yrs from 03/12/2002,2005,1,Private,99196,4,10
TERESA VILLE,0,1980.58,1999-06-04,Resale,Condominium,Freehold,1986,1,Private,99309,6,23
DUCHESS RESIDENCES,0,1463.9,2007-08-01,New Sale,Condominium,999 yrs from 27/12/1875,Uncompleted,1,Private,266312,4,5
SHELFORD MANSIONS,0,3196.91,2015-12-28,Resale,Apartment,Freehold,1987,1,Private,288421,3,3
ONE-NORTH RESIDENCES,0,1033.34,2011-12-08,Resale,Apartment,99 yrs from 15/09/2005,2009,1,Private,138642,3,15
UP@ROBERTSON QUAY,0,753.48,2013-06-12,New Sale,Apartment,99 yrs from 07/06/2011,Uncompleted,1,Private,238260,5,10
MERAPRIME,0,1173.28,2005-10-21,New Sale,Condominium,99 yrs from 20/06/2003,Uncompleted,1,Private,169568,31,36
CARABELLE,0,1291.68,2007-05-24,New Sale,Condominium,956 yrs from 27/05/1928,Uncompleted,1,HDB,127016,4,12
QUEENS,0,1184.04,2002-03-06,New Sale,Condominium,99 yrs from 16/02/1998,2002,1,HDB,148955,5,38
TERESA VILLE,0,1356.26,2000-07-17,Resale,Condominium,Freehold,1985,1,HDB,99308,7,23
ONE JERVOIS,0,1291.68,2009-07-20,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,249107,2,12
WHISTLER GRAND,0,764.24,2020-08-13,New Sale,Apartment,99 yrs from 07/05/2018,Uncompleted,1,N.A,126752,35,36
JADESCAPE,0,764.24,2020-07-31,New Sale,Condominium,99 yrs from 19/06/2018,Uncompleted,1,N.A,575746,6,23
CYAN,0,1076.4,2009-12-28,New Sale,Condominium,Freehold,Uncompleted,1,HDB,258709,10,24
SHAW PLAZA - TWIN HEIGHTS,0,1420.85,2009-08-14,Resale,Apartment,Freehold,1999,1,Private,329779,11,19
WINDY HEIGHTS,0,2475.72,2000-06-01,Resale,Condominium,Freehold,1983,1,HDB,419593,13,14
THE AMARELLE,0,559.73,2007-08-15,New Sale,Apartment,Freehold,Uncompleted,1,Private,438128,3,5
CAIRNHILL NINE,0,742.72,2016-03-21,New Sale,Apartment,99 yrs from 12/05/2014,Uncompleted,1,Private,229723,25,30
NEWTON EDGE,0,753.48,2009-03-02,New Sale,Apartment,Freehold,Uncompleted,1,HDB,228598,5,18
RADIX,0,1140.98,2005-05-06,New Sale,Apartment,Freehold,Uncompleted,1,HDB,428228,4,5
THE POIZ RESIDENCES,0,1151.75,2017-05-19,New Sale,Apartment,99 yrs from 17/11/2014,Uncompleted,1,HDB,358454,14,18
SOLEIL @ SINARAN,0,936.47,2018-02-12,Resale,Condominium,99 yrs from 23/10/2006,2011,1,Private,307467,24,36
BISHAN PARK CONDOMINIUM,0,1270.15,2011-06-02,Resale,Condominium,99 yrs from 01/03/1991,1994,1,HDB,575568,7,10
REFLECTIONS AT KEPPEL BAY,0,1851.41,2018-11-28,Resale,Condominium,99 yrs from 15/03/2006,2011,1,Private,98412,7,40
SIMS URBAN OASIS,0,667.37,2017-04-23,New Sale,Condominium,99 yrs from 29/07/2014,Uncompleted,1,HDB,387390,16,19
VARSITY PARK CONDOMINIUM,0,990.29,2004-10-25,New Sale,Condominium,99 yrs from 03/05/2004,Uncompleted,1,HDB,126826,2,5
PARC OASIS,0,1388.56,1995-05-01,Sub Sale,Condominium,99 yrs from 01/12/1991,1994,1,HDB,609783,1,20
WESTCOVE CONDOMINIUM,0,1108.69,2015-03-23,Resale,Condominium,99 yrs from 01/03/1995,1998,1,Private,128044,6,17
JADESCAPE,0,527.44,2020-02-23,New Sale,Condominium,99 yrs from 19/06/2018,Uncompleted,1,HDB,575742,8,23
ASPEN HEIGHTS,0,1323.97,2015-12-10,Resale,Condominium,999 yrs from 01/07/1841,1998,1,Private,238309,5,16
MONARCHY APARTMENTS,0,1216.33,2009-08-17,Resale,Apartment,Freehold,1997,1,Private,308231,12,14
DOVER PARKVIEW,0,968.76,2010-04-09,Resale,Condominium,99 yrs from 01/12/1993,1997,1,Private,138685,12,16
PARC SEABREEZE,0,1377.79,2009-08-18,New Sale,Apartment,Freehold,Uncompleted,1,HDB,427711,17,19
LATITUDE,0,1689.95,2009-09-23,New Sale,Condominium,Freehold,Uncompleted,1,Private,249210,20,23
VILLA MARINA,0,1248.62,1998-04-01,New Sale,Condominium,99 yrs from 13/02/1995,1999,1,N.A,457400,3,4
SHAW PLAZA - TWIN HEIGHTS,0,1420.85,2000-03-06,New Sale,Apartment,Freehold,1999,1,Private,329780,18,19
SKYLINE RESIDENCES,0,1291.68,2018-12-11,Resale,Condominium,Freehold,2015,1,Private,109025,20,24
THE TREVOSE,0,1937.52,2002-04-01,New Sale,Condominium,99 yrs from 14/12/1996,2001,1,Private,298089,1,5
SEA AVENUE RESIDENCES,0,1087.16,2004-12-02,New Sale,Apartment,Freehold,Uncompleted,1,Private,424228,2,5
COMMONWEALTH TOWERS,0,441.32,2014-05-23,New Sale,Condominium,99 yrs from 07/05/2013,Uncompleted,1,HDB,149740,19,43
THE COSMOPOLITAN,0,1140.98,2007-08-06,Sub Sale,Condominium,Freehold,2008,1,Private,239496,32,36
FLAME TREE PARK,0,1593.07,2000-05-02,Resale,Condominium,Freehold,1989,1,Private,575728,14,28
LAKEVILLE,0,721.19,2014-04-28,New Sale,Condominium,99 yrs from 30/04/2013,Uncompleted,1,Private,648160,14,16
CLEMENTIWOODS CONDOMINIUM,0,2873.99,2007-02-01,New Sale,Condominium,99 yrs from 07/02/2006,Uncompleted,1,Private,126817,5,5
PARK WEST,0,1894.46,2005-04-15,Resale,Condominium,99 yrs from 08/03/1982,1986,1,HDB,128799,3,16
REFLECTIONS AT KEPPEL BAY,0,1539.25,2007-05-18,New Sale,Condominium,99 yrs from 15/03/2006,Uncompleted,1,Private,98414,17,40
STARVILLE,0,1216.33,2004-05-31,New Sale,Condominium,Freehold,Uncompleted,1,HDB,417471,9,12
AMBER 45,0,731.95,2019-04-10,New Sale,Apartment,Freehold,Uncompleted,1,HDB,439886,10,21
TRELLIS TOWERS,0,1485.43,1996-12-09,New Sale,Condominium,Freehold,2000,1,Private,319773,12,30
THE DRAYCOTT,0,2637.18,2007-08-01,Resale,Apartment,Freehold,1980,1,Private,259396,20,33
CAIRNHILL CREST,0,818.06,2006-02-24,Resale,Condominium,Freehold,2004,1,Private,229814,6,19
MILL POINT,0,527.44,2011-06-07,Resale,Apartment,999 yrs from 21/06/1877,2004,1,Private,247811,13,19
THE TESSARINA,0,990.29,2008-02-21,Resale,Condominium,Freehold,2003,1,Private,276308,9,10
LAKEVIEW ESTATE,0,1614.6,2002-09-24,Resale,Apartment,99 yrs from 01/06/1977,1977,1,HDB,574327,5,21
LEEDON RESIDENCE,0,2109.74,2012-09-06,New Sale,Condominium,Freehold,2015,1,Private,266216,10,12
OUE TWIN PEAKS,0,1054.87,2016-09-30,Resale,Condominium,99 yrs from 10/05/2010,2015,1,Private,239197,9,35
THE CLEMENT CANOPY,0,656.6,2017-02-25,New Sale,Apartment,99 yrs from 09/03/2016,Uncompleted,1,HDB,129961,12,40
ONE AMBER,0,1302.44,2009-06-23,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,439972,10,23
CENTRAL IMPERIAL,0,505.91,2011-12-01,New Sale,Apartment,Freehold,Uncompleted,1,HDB,398915,5,8
SIMS GREEN,0,1237.86,2007-11-19,Resale,Apartment,99 yrs from 06/02/2001,2003,1,HDB,388134,3,8
ONE AMBER,0,1377.79,2007-03-01,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,439974,18,23
DOVER PARKVIEW,0,936.47,2017-11-30,Resale,Condominium,99 yrs from 01/12/1993,1997,1,Private,138685,15,16
KENT RIDGE HILL RESIDENCES,0,473.62,2018-11-10,New Sale,Apartment,99 yrs from 10/11/2018,Uncompleted,1,HDB,118179,3,5
1919,0,559.73,2012-07-03,New Sale,Apartment,Freehold,Uncompleted,1,Private,228175,4,5
26 NEWTON,0,775.01,2018-05-25,Resale,Apartment,Freehold,2016,1,HDB,307957,18,25
THE SHELFORD,0,1453.14,2009-04-24,Resale,Condominium,Freehold,2005,1,Private,286890,2,5
WATERFALL GARDENS,0,1829.88,2007-06-04,Sub Sale,Condominium,Freehold,Uncompleted,1,Private,268824,5,12
SKY HABITAT,0,1248.62,2013-09-24,New Sale,Condominium,99 yrs from 30/05/2011,Uncompleted,1,Private,573908,8,37
THE INTERLACE,0,3433.72,2013-04-04,New Sale,Condominium,99 yrs from 11/02/2009,Uncompleted,1,Private,109696,2,24
FOUR SEASONS PARK,0,2260.44,2014-05-09,Resale,Condominium,Freehold,1994,1,Private,249693,19,28
THE TRUMPS,0,602.78,2012-12-03,Resale,Condominium,99 yrs from 14/08/2000,2005,1,HDB,419154,6,17
THE MARBELLA,0,1076.4,2004-04-30,New Sale,Condominium,Freehold,2005,1,Private,276952,8,24
STIRLING RESIDENCES,0,505.91,2020-10-04,New Sale,Apartment,99 yrs from 18/08/2017,Uncompleted,1,HDB,148960,33,40
THE METZ,0,581.26,2019-11-18,Resale,Condominium,Freehold,2007,1,Private,239864,14,27
ORANGE GROVE RESIDENCES,0,1926.76,2007-03-26,New Sale,Condominium,Freehold,Uncompleted,1,Private,258360,2,5
PALM SPRING,0,1054.87,1996-04-10,Sub Sale,Condominium,Freehold,1997,1,Private,259328,1,10
LEICESTER LODGE,0,1334.74,2009-05-19,Resale,Apartment,Freehold,2003,1,HDB,358843,6,9
ESPADA,0,645.84,2010-06-04,New Sale,Apartment,Freehold,Uncompleted,1,Private,238126,11,32
CHIVERTON,0,1291.68,2007-02-12,Resale,Apartment,Freehold,2003,1,Private,259343,12,16
MERAPRIME,0,1173.28,2010-07-16,Resale,Condominium,99 yrs from 20/06/2003,2006,1,Private,169568,25,36
91 MARSHALL,0,1399.32,2012-05-10,New Sale,Apartment,Freehold,Uncompleted,1,Private,424887,5,5
ORCHARD VIEW,0,2529.54,2010-09-13,New Sale,Apartment,Freehold,2010,1,Private,239977,17,36
CASPIAN,0,1194.8,2009-02-07,New Sale,Condominium,99 yrs from 17/03/2008,Uncompleted,1,HDB,648315,6,17
TANGLIN VIEW,0,1463.9,2019-07-10,Resale,Condominium,99 yrs from 17/05/1997,2001,1,Private,159015,1,20
BOULEVARD 88,0,2777.11,2019-03-19,New Sale,Apartment,Freehold,Uncompleted,1,Private,248656,27,28
GOLDENHILL PARK CONDOMINIUM,0,1560.78,2004-07-09,Resale,Condominium,Freehold,2004,1,Private,568427,15,20
CLIVEDEN AT GRANGE,0,2152.8,2007-12-05,New Sale,Condominium,Freehold,Uncompleted,1,Private,249591,4,23
DUCHESS CREST,0,1582.31,1996-08-17,New Sale,Condominium,99 yrs from 24/06/1995,1998,1,Private,269196,1,4
NORMANTON PARK,0,656.6,2021-02-27,New Sale,Apartment,99 yrs from 22/07/2019,Uncompleted,1,N.A,119028,22,24
LAKEVILLE,0,1162.51,2015-12-10,New Sale,Condominium,99 yrs from 30/04/2013,Uncompleted,1,Private,648155,4,16
